bedrooms,bathrooms,toilets,parking spaces,type,town,state,price
4,5,6,,house,Victoria Island (VI),Lagos,220000000
4,5,6,3,semi-detached duplex,Lekki,Lagos,70000000
4,5,6,,semi-detached duplex,Lekki,Lagos,88000000
5,6,7,4,detached duplex,Lekki,Lagos,120000000
5,6,7,4,detached duplex,Lekki,Lagos,140000000
5,6,7,,detached duplex,Lekki,Lagos,160000000
5,5,6,,house,Ikeja,Lagos,250000000
4,5,6,4,house,Lekki,Lagos,70000000
5,6,7,5,semi-detached duplex,Lekki,Lagos,200000000
5,6,7,,detached duplex,Lekki,Lagos,185000000
4,5,6,,semi-detached duplex,Lekki,Lagos,70000000
4,5,6,,semi-detached duplex,Lekki,Lagos,56000000
5,6,7,,detached duplex,Lekki,Lagos,110000000
5,5,6,,detached duplex,Lekki,Lagos,150000000
5,5,6,,detached duplex,Lekki,Lagos,180000000
4,5,6,3,terraced duplex,Lekki,Lagos,55000000
5,6,7,5,detached duplex,Lekki,Lagos,150000000
4,5,6,2,terraced duplex,Lekki,Lagos,55000000
6,7,8,5,detached duplex,Lekki,Lagos,160000000
4,4,5,,terraced duplex,Lekki,Lagos,47000000
4,4,5,,semi-detached duplex,Lekki,Lagos,70000000
5,5,6,,detached duplex,Lekki,Lagos,140000000
4,4,5,,detached duplex,Lekki,Lagos,95000000
5,5,6,,detached duplex,Lekki,Lagos,205000000
4,4,5,,semi-detached duplex,Lekki,Lagos,80000000
4,4,5,,semi-detached duplex,Lekki,Lagos,70000000
4,4,5,,semi-detached duplex,Lekki,Lagos,85000000
4,4,6,3,semi-detached duplex,Ajah,Lagos,43000000
4,4,5,,detached duplex,Lekki,Lagos,100000000
4,4,5,,detached duplex,Lekki,Lagos,105000000
4,4,5,,detached duplex,Lekki,Lagos,110000000
4,4,5,,semi-detached duplex,Lekki,Lagos,75000000
4,4,5,,terraced duplex,Lekki,Lagos,100000000
4,4,5,,terraced duplex,Lekki,Lagos,55000000
4,4,5,,semi-detached duplex,Lekki,Lagos,65000000
4,4,5,,semi-detached duplex,Lekki,Lagos,75000000
4,4,5,,detached duplex,Lekki,Lagos,175000000
4,4,5,,detached duplex,Lekki,Lagos,140000000
4,4,5,,detached duplex,Lekki,Lagos,150000000
5,5,6,,detached duplex,Lekki,Lagos,295000000
5,5,6,,detached duplex,Lekki,Lagos,200000000
5,5,6,,detached duplex,Lekki,Lagos,200000000
5,5,6,,detached duplex,Lekki,Lagos,195000000
5,5,6,,detached duplex,Lekki,Lagos,200000000
5,5,6,,detached duplex,Lekki,Lagos,200000000
5,5,6,,detached duplex,Lekki,Lagos,125000000
5,5,6,,detached duplex,Lekki,Lagos,175000000
5,5,6,,detached duplex,Lekki,Lagos,145000000
4,4,5,5,detached duplex,Lekki,Lagos,140000000
5,5,6,,detached duplex,Lekki,Lagos,140000000
4,4,5,,terraced duplex,Lekki,Lagos,65000000
4,4,5,,semi-detached duplex,Lekki,Lagos,65000000
4,4,5,,detached duplex,Lekki,Lagos,90000000
4,4,5,6,semi-detached duplex,Lekki,Lagos,200000000
4,4,5,,terraced duplex,Lekki,Lagos,180000000
4,4,5,,semi-detached duplex,Lekki,Lagos,75000000
4,4,5,,semi-detached duplex,Lekki,Lagos,85000000
4,4,5,,semi-detached duplex,Lekki,Lagos,140000000
2,2,3,,terraced duplex,Lekki,Lagos,40000000
4,4,5,,detached duplex,Lekki,Lagos,125000000
5,5,6,,detached duplex,Lekki,Lagos,110000000
5,5,6,,detached duplex,Lekki,Lagos,250000000
5,,6,,semi-detached duplex,Lekki,Lagos,60000000
5,7,8,4,detached duplex,Lekki,Lagos,115000000
4,5,6,3,semi-detached duplex,Ajah,Lagos,47000000
5,5,19,,semi-detached duplex,Ikoyi,Lagos,550000000
4,4,5,3,terraced duplex,Lekki,Lagos,125000000
4,4,5,10,semi-detached bungalow,Gudu,Abuja,160000000
4,5,5,10,semi-detached duplex,Gudu,Abuja,155000000
4,4,5,,terraced duplex,Ikeja,Lagos,250000000
2,3,3,5,block of flats,Jabi,Abuja,220000000
3,3,3,3,terraced duplex,Port Harcourt,Rivers,115000000
3,2,3,,detached bungalow,Port Harcourt,Rivers,22000000
5,5,6,2,detached duplex,Port Harcourt,Rivers,4000000000
5,5,5,4,detached duplex,Lekki,Lagos,400000000
5,5,6,3,detached bungalow,Port Harcourt,Rivers,40000000
3,3,4,,terraced duplex,Ajah,Lagos,45000000
3,3,3,,terraced duplex,Lekki,Lagos,38000000
4,4,4,3,detached duplex,Lekki,Lagos,115000000
4,5,5,4,semi-detached duplex,Lekki,Lagos,150000000
5,5,6,6,detached duplex,Lekki,Lagos,200000000
8,10,10,20,house,Asokoro District,Abuja,850000000
5,5,6,8,detached duplex,Ajah,Lagos,95000000
5,5,6,,detached duplex,Lekki,Lagos,400000000
4,4,5,3,terraced duplex,Lekki,Lagos,110000000
6,6,6,15,detached duplex,Lekki,Lagos,900000000
5,5,5,7,detached duplex,Lekki,Lagos,200000000
4,4,5,,terraced duplex,Lekki,Lagos,57000000
4,,,,terraced duplex,Lekki,Lagos,55000000
4,4,5,10,detached duplex,Lekki,Lagos,450000000
6,6,7,7,detached duplex,Lekki,Lagos,165000000
4,4,5,4,terraced duplex,Ikeja,Lagos,130000000
4,4,5,3,detached duplex,Lekki,Lagos,85000000
3,2,3,,block of flats,Ajah,Lagos,200000000
4,4,5,,semi-detached duplex,Owerri Municipal,Imo,45000000
,,,,Block of flats,Isolo,Lagos,60000000
,,,,Block of flats,Isolo,Lagos,65000000
,,,,Block of flats,Isolo,Lagos,50000000
,,,,Block of flats,Isolo,Lagos,80000000
,,,,Block of flats,Isolo,Lagos,50000000
3,,,,block of flats,Isolo,Lagos,90000000
5,5,6,6,house,Ikoyi,Lagos,1600000000
,,,,Block of flats,Amuwo Odofin,Lagos,150000000
,,,,Block of flats,Isolo,Lagos,50000000
5,5,6,2,terraced duplex,Ikoyi,Lagos,600000000
5,6,6,8,detached duplex,Lekki,Lagos,420000000
4,5,6,3,terraced duplex,Ojodu,Lagos,75000000
5,5,6,,semi-detached duplex,Lekki,Lagos,120000000
4,4,5,,semi-detached duplex,Lekki,Lagos,100000000
4,4,5,,semi-detached duplex,Lekki,Lagos,62000000
4,4,5,2,terraced duplex,Lekki,Lagos,170000000
4,4,5,,detached duplex,Ajah,Lagos,175000000
4,,,,detached duplex,Lekki,Lagos,115000000
6,,,,detached duplex,Lekki,Lagos,190000000
5,6,6,,detached duplex,Ikoyi,Lagos,850000000
5,5,6,4,detached duplex,Lekki,Lagos,155000000
4,4,5,4,terraced duplex,Guzape District,Abuja,53000000
4,4,5,3,terraced duplex,Lekki,Lagos,150000000
4,4,5,5,detached duplex,Lekki,Lagos,130000000
4,,,,semi-detached duplex,Lekki,Lagos,67000000
5,5,6,,detached duplex,Ikeja,Lagos,450000000
6,6,7,,block of flats,Eko Atlantic City,Lagos,"
$4500000 
approx. ₦1962790893
"
6,6,7,6,detached duplex,Ikoyi,Lagos,"
$5000000 
approx. ₦2180878770
"
5,,6,,detached duplex,Isolo,Lagos,70000000
3,,4,,detached bungalow,Ojota,Lagos,60000000
12,8,8,6,1 block of flats,Ibadan,Oyo,17000000
4,18,18,,detached duplex,Ibadan,Oyo,180000000
4,4,4,8,detached bungalow,Ikorodu,Lagos,21000000
4,4,5,,semi-detached duplex,Lekki,Lagos,65000000
2,2,3,,block of flats,Lekki,Lagos,39000000
3,3,4,10,block of flats,Ajah,Lagos,45000000
5,5,5,4,detached duplex,Lekki,Lagos,170000000
3,3,3,2,terraced duplex,Ajah,Lagos,45000000
4,4,5,4,terraced duplex,Lekki,Lagos,175000000
4,4,4,7,detached duplex,Abeokuta South,Ogun,35000000
4,4,5,6,detached duplex,Ajah,Lagos,42000000
4,4,4,,detached bungalow,Isheri North,Lagos,95000000
4,4,5,4,semi-detached duplex,Ogudu,Lagos,130000000
3,3,3,,semi-detached duplex,Isheri North,Lagos,44000000
3,3,4,35,house,Lekki,Lagos,850000000
5,5,6,4,detached duplex,Lekki,Lagos,100000000
5,,,,detached duplex,Lekki,Lagos,400000000
5,6,5,6,detached duplex,Lekki,Lagos,380000000
4,,,,semi-detached duplex,Victoria Island (VI),Lagos,130000000
4,,,,terraced duplex,Lekki,Lagos,58000000
5,5,6,,detached duplex,Lekki,Lagos,200000000
,,,,block of flats,Ibadan,Oyo,20000000
4,4,5,3,semi-detached duplex,Ikoyi,Lagos,280000000
4,4,5,5,terraced duplex,Mabushi,Abuja,400000000
4,4,5,,semi-detached duplex,Lekki,Lagos,100000000
4,4,5,,detached duplex,Ajah,Lagos,65000000
4,5,6,4,semi-detached duplex,Lekki,Lagos,110000000
5,5,6,4,detached duplex,Lekki,Lagos,230000000
4,4,6,3,semi-detached duplex,Ajah,Lagos,43000000
24,,,,2 detached bungalow,Surulere,Lagos,30000000
5,5,6,3,detached duplex,Lugbe District,Abuja,52500000
4,,,,semi-detached duplex,Lekki,Lagos,95000000
4,4,5,3,terraced duplex,Lekki,Lagos,130000000
4,4,5,3,terraced duplex,Life Camp,Abuja,110000000
3,,,,semi-detached duplex,Gwarinpa,Abuja,78000000
4,4,5,5,terraced duplex,Lekki,Lagos,67000000
4,6,6,5,detached bungalow,Ipaja,Lagos,23000000
4,4,5,4,terraced duplex,Life Camp,Abuja,100000000
8,8,9,15,detached duplex,Lekki,Lagos,450000000
4,4,5,,detached duplex,Ibeju Lekki,Lagos,50000000
4,4,4,3,terraced duplex,Lekki,Lagos,60000000
5,5,5,6,detached duplex,Lekki,Lagos,330000000
5,,,,detached duplex,Lekki,Lagos,145000000
12,12,15,8,1 detached duplex,Lekki,Lagos,500000000
,,,,Block of flats,Ogudu,Lagos,57000000
5,5,6,5,semi-detached bungalow,Ughelli North,Delta,27000000
4,4,5,,terraced duplex,Lekki,Lagos,70000000
4,4,5,3,detached duplex,Ajah,Lagos,95000000
5,5,6,5,detached duplex,Ajah,Lagos,165000000
2,3,3,,terraced duplex,Lekki,Lagos,37000000
6,5,,10,detached duplex,Gwarinpa,Abuja,140000000
,,,,Block of flats,Sango Ota,Ogun,35000000
3,,,,semi-detached bungalow,Ajah,Lagos,30000000
4,4,5,3,semi-detached duplex,Karsana,Abuja,55000000
4,4,5,3,terraced duplex,Ajah,Lagos,45000000
5,5,6,4,detached duplex,Lekki,Lagos,600000000
4,,4,,house,Lekki,Lagos,200000000
6,6,7,,detached duplex,Ajah,Lagos,170000000
3,3,4,,terraced duplex,Ajah,Lagos,50000000
4,4,5,3,semi-detached duplex,Lekki,Lagos,68000000
3,4,4,,semi-detached bungalow,Ibeju Lekki,Lagos,25000000
4,4,5,,terraced duplex,Lekki,Lagos,100000000
4,4,5,4,detached duplex,Ibadan,Oyo,65000000
5,5,6,5,detached duplex,Victoria Island (VI),Lagos,230000000
4,4,5,,detached duplex,Ayobo,Lagos,30000000
6,7,7,6,detached duplex,Mabushi,Abuja,855000000
5,,,8,detached duplex,Gwarinpa,Abuja,180000000
4,4,5,2,terraced duplex,Lekki,Lagos,60000000
5,,,,detached duplex,Lekki,Lagos,155000000
4,4,5,2,terraced duplex,Gbagada,Lagos,100000000
4,4,5,5,detached duplex,Lekki,Lagos,140000000
4,4,5,3,terraced duplex,Lekki,Lagos,120000000
3,3,4,,detached bungalow,Mowe Town,Ogun,22000000
3,3,4,5,detached bungalow,Gaduwa,Abuja,55000000
5,5,6,6,detached duplex,Lekki,Lagos,370000000
5,5,6,6,detached bungalow,Ibadan,Oyo,11000000
8,8,8,5,house,Ikorodu,Lagos,50000000
5,6,7,5,detached duplex,Lekki,Lagos,150000000
4,4,5,,semi-detached duplex,Ikoyi,Lagos,550000000
2,2,3,,block of flats,Victoria Island (VI),Lagos,160000000
5,5,6,5,detached duplex,Ikeja,Lagos,230000000
5,5,6,6,semi-detached duplex,Lekki,Lagos,550000000
5,5,6,8,detached duplex,Victoria Island (VI),Lagos,350000000
5,5,6,4,detached duplex,Guzape District,Abuja,250000000
5,5,6,3,detached duplex,Guzape District,Abuja,280000000
4,4,5,,terraced duplex,Ikoyi,Lagos,500000000
4,4,5,2,terraced duplex,Guzape District,Abuja,90000000
4,,,,semi-detached duplex,Lekki,Lagos,200000000
4,4,5,5,semi-detached duplex,Lekki,Lagos,200000000
4,4,5,2,terraced duplex,Lekki,Lagos,120000000
4,4,5,3,terraced duplex,Ikoyi,Lagos,250000000
5,5,6,,house,Ikeja,Lagos,250000000
5,5,6,10,detached duplex,Lekki,Lagos,500000000
4,4,5,3,terraced duplex,Ikoyi,Lagos,240000000
4,4,5,5,semi-detached duplex,Ikoyi,Lagos,500000000
4,4,5,4,semi-detached duplex,Ikoyi,Lagos,650000000
5,5,6,7,detached duplex,Ikoyi,Lagos,650000000
5,5,6,6,detached duplex,Ikoyi,Lagos,900000000
4,5,5,3,semi-detached duplex,Lekki,Lagos,85000000
3,4,4,,terraced duplex,Lekki,Lagos,40000000
4,4,5,,terraced duplex,Lekki,Lagos,50000000
4,,,,terraced duplex,Lekki,Lagos,80000000
4,4,5,2,semi-detached duplex,Lekki,Lagos,85000000
4,,,,terraced duplex,Lekki,Lagos,79000000
5,5,6,,house,Ikoyi,Lagos,590000000
5,5,6,,detached duplex,Guzape District,Abuja,200000000
4,4,5,3,terraced duplex,Wuse 2,Abuja,220000000
4,5,5,,detached duplex,Lekki,Lagos,90000000
4,,5,,house,Utako,Abuja,220000000
2,2,3,2,block of flats,Jahi,Abuja,35000000
6,8,8,20,detached duplex,Asokoro District,Abuja,1300000000
3,3,4,,detached bungalow,Ibeju Lekki,Lagos,36000000
4,3,4,,detached bungalow,Gbagada,Lagos,110000000
5,5,6,5,detached duplex,Ikoyi,Lagos,950000000
5,5,6,5,detached duplex,Lekki,Lagos,380000000
4,4,5,2,semi-detached duplex,Ikoyi,Lagos,330000000
4,4,5,2,terraced duplex,Ikoyi,Lagos,200000000
6,6,7,10,detached duplex,Ikoyi,Lagos,850000000
5,5,6,10,detached duplex,Ikoyi,Lagos,650000000
4,4,5,3,terraced duplex,Ikoyi,Lagos,450000000
5,5,6,10,semi-detached duplex,Ikoyi,Lagos,450000000
5,5,6,8,detached duplex,Ikoyi,Lagos,700000000
4,5,6,3,detached duplex,Lekki,Lagos,95000000
4,5,6,4,detached duplex,Lekki,Lagos,95000000
5,6,6,,detached duplex,Ajah,Lagos,98000000
2,2,3,,terraced duplex,Ajah,Lagos,45000000
9,8,9,6,detached duplex,Guzape District,Abuja,600000000
3,2,3,,semi-detached bungalow,Mbora (Nbora),Abuja,40000000
5,5,6,4,detached duplex,Lekki,Lagos,100000000
2,2,2,3,semi-detached bungalow,Kubwa,Abuja,28000000
,5,5,,block of flats,Karu,Abuja,25000000
5,6,6,4,detached duplex,Lekki,Lagos,850000000
4,4,5,4,detached duplex,Lekki,Lagos,65000000
4,4,5,3,terraced duplex,Galadimawa,Abuja,45000000
4,4,5,2,terraced duplex,Ajah,Lagos,55000000
4,4,5,2,terraced duplex,Lekki,Lagos,68000000
2,2,2,2,block of flats,Lekki,Lagos,32000000
4,4,5,2,terraced duplex,Ikoyi,Lagos,260000000
4,,,,detached duplex,Lekki,Lagos,100000000
5,5,6,3,detached duplex,Wuye,Abuja,280000000
5,,5,,detached duplex,Ibadan,Oyo,60000000
4,,,,semi-detached duplex,Ogudu,Lagos,160000000
,,,,Block of flats,Ojo,Lagos,50000000
5,5,6,4,detached duplex,Ajah,Lagos,110000000
5,5,6,4,detached duplex,Lekki,Lagos,145000000
5,,,,detached duplex,Lekki,Lagos,120000000
4,5,5,8,semi-detached duplex,Gwarinpa,Abuja,70000000
4,4,5,10,detached duplex,Oluyole,Oyo,45000000
4,,,,terraced duplex,Lekki,Lagos,125000000
4,,,,detached duplex,Ogudu,Lagos,360000000
3,,,,detached bungalow,Lokogoma District,Abuja,17000000
6,6,9,,detached duplex,Ikoyi,Lagos,950000000
3,,,,block of flats,Ipaja,Lagos,25000000
10,12,12,6,1 detached duplex,Alimosho,Lagos,120000000
4,4,5,,terraced duplex,Lekki,Lagos,75000000
4,4,5,,terraced duplex,Lekki,Lagos,205000000
5,5,6,5,detached duplex,Magodo,Lagos,300000000
7,,7,5,block of flats,Ethiope West,Delta,29000000
5,5,6,4,detached duplex,Lekki,Lagos,120000000
6,7,7,15,detached duplex,Gwarinpa,Abuja,450000000
5,5,5,4,terraced duplex,Jahi,Abuja,75000000
5,6,6,4,terraced duplex,Jahi,Abuja,120000000
5,6,7,4,detached duplex,Lekki,Lagos,157000000
5,5,6,8,detached duplex,Lekki,Lagos,300000000
4,4,5,2,terraced duplex,Lekki,Lagos,63000000
5,5,6,,detached duplex,Magodo,Lagos,215000000
5,5,6,3,house,Lekki,Lagos,85000000
5,5,7,7,detached duplex,Lekki,Lagos,400000000
2,2,2,2,terraced duplex,Lekki,Lagos,43000000
4,,,,house,Ikoyi,Lagos,160000000
9,9,10,,detached duplex,Asokoro District,Abuja,1600000000
5,6,6,5,detached duplex,Karsana,Abuja,150000000
5,5,6,,detached duplex,Lekki,Lagos,145000000
4,5,6,3,semi-detached duplex,Lekki,Lagos,85000000
4,5,6,5,semi-detached duplex,Lekki,Lagos,115000000
3,3,3,2,terraced duplex,Ajah,Lagos,45000000
4,4,5,,detached duplex,Ajah,Lagos,75000000
4,4,,2,terraced duplex,Lekki,Lagos,130000000
4,5,6,2,semi-detached duplex,Lekki,Lagos,75000000
5,5,6,4,detached duplex,Lekki,Lagos,140000000
4,5,5,,terraced duplex,Lekki,Lagos,130000000
5,5,6,4,detached duplex,Ikoyi,Lagos,850000000
4,5,5,5,detached duplex,Katampe,Abuja,340000000
5,6,7,4,detached duplex,Lekki,Lagos,130000000
4,4,5,4,semi-detached duplex,Lekki,Lagos,110000000
5,5,6,3,detached duplex,Lekki,Lagos,600000000
4,4,5,,terraced duplex,Mabushi,Abuja,120000000
4,4,5,,house,Ajah,Lagos,68000000
5,5,6,4,detached duplex,Lekki,Lagos,190000000
5,5,6,5,detached duplex,Ikoyi,Lagos,850000000
5,5,6,4,detached duplex,Wuye,Abuja,260000000
6,6,7,30,detached duplex,Uyo,Akwa Ibom,140000000
4,4,5,3,semi-detached duplex,Lekki,Lagos,160000000
4,4,5,3,terraced duplex,Lekki,Lagos,65000000
4,,,,semi-detached duplex,Lekki,Lagos,85000000
4,4,5,3,terraced duplex,Ikoyi,Lagos,180000000
4,5,5,10,terraced duplex,Gwarinpa,Abuja,60000000
6,6,7,7,terraced duplex,Ikoyi,Lagos,"
$1400000 
approx. ₦610646056
"
4,4,5,4,semi-detached duplex,Ajah,Lagos,77000000
4,4,5,3,terraced duplex,Mabushi,Abuja,120000000
4,4,5,,detached duplex,Ajah,Lagos,80000000
5,5,7,6,detached duplex,Gaduwa,Abuja,150000000
4,4,5,3,terraced duplex,Katampe,Abuja,65000000
4,5,5,4,semi-detached duplex,Ajah,Lagos,70000000
4,4,5,3,house,Ikoyi,Lagos,250000000
6,,7,,house,Ikoyi,Lagos,"
$1400000 
approx. ₦610646056
"
4,4,5,5,semi-detached duplex,Lekki,Lagos,75000000
5,,,,detached duplex,Lekki,Lagos,200000000
4,,,,semi-detached duplex,Ikoyi,Lagos,280000000
5,,,,semi-detached duplex,Surulere,Lagos,75000000
4,4,5,,detached duplex,Lekki,Lagos,105000000
5,,,,detached duplex,Ikoyi,Lagos,650000000
3,4,4,6,semi-detached duplex,Asokoro District,Abuja,80000000
5,5,6,6,detached duplex,Ikoyi,Lagos,2500000000
5,5,6,7,detached duplex,Lekki,Lagos,175000000
5,5,6,5,detached duplex,Lekki,Lagos,185000000
6,5,7,5,detached duplex,Lokogoma District,Abuja,145000000
6,6,7,5,detached duplex,Victoria Island (VI),Lagos,650000000
4,5,5,4,terraced duplex,Gwarinpa,Abuja,65000000
3,3,4,3,detached bungalow,Wuye,Abuja,45000000
4,4,5,2,terraced duplex,Ajah,Lagos,35000000
4,4,5,2,terraced duplex,Lekki,Lagos,55000000
4,,,,terraced duplex,Lekki,Lagos,220000000
6,6,7,8,detached duplex,Lekki,Lagos,500000000
4,4,5,,detached duplex,Port Harcourt,Rivers,23000000
4,4,5,,semi-detached duplex,Lekki,Lagos,90000000
5,5,6,,detached duplex,Port Harcourt,Rivers,140000000
5,,,,detached duplex,Ikoyi,Lagos,650000000
3,3,3,,house,Lugbe District,Abuja,26000000
5,5,6,,detached duplex,Katampe,Abuja,130000000
5,5,6,,detached duplex,Victoria Island (VI),Lagos,300000000
4,5,5,,detached duplex,Ikoyi,Lagos,"
$1500000 
approx. ₦654263631
"
3,3,4,,terraced duplex,Ikoyi,Lagos,130000000
4,,,,terraced duplex,Ikeja,Lagos,155000000
5,5,6,,semi-detached duplex,Ikoyi,Lagos,650000000
4,5,5,3,detached duplex,Isolo,Lagos,65000000
4,4,5,,semi-detached duplex,Mabushi,Abuja,120000000
4,,,,terraced duplex,Lekki,Lagos,60000000
6,6,7,5,detached duplex,Victoria Island (VI),Lagos,650000000
4,,,,semi-detached duplex,Lekki,Lagos,60000000
5,5,6,6,detached duplex,Lekki,Lagos,210000000
5,6,7,4,detached duplex,Lekki,Lagos,120000000
4,4,5,4,semi-detached duplex,Lekki,Lagos,80000000
4,4,5,,house,Mowe Ofada,Ogun,30000000
5,5,6,6,detached duplex,Port Harcourt,Rivers,180000000
4,4,5,4,semi-detached duplex,Ikeja,Lagos,160000000
4,4,5,4,house,Ikoyi,Lagos,280000000
5,5,6,,detached duplex,Ikoyi,Lagos,600000000
2,3,3,30,block of flats,Port Harcourt,Rivers,150000000
5,5,6,5,detached duplex,Lekki,Lagos,300000000
4,4,5,4,terraced duplex,Ikeja,Lagos,80000000
4,4,5,,detached duplex,Lekki,Lagos,130000000
4,4,5,,semi-detached duplex,Lekki,Lagos,96000000
4,4,5,,semi-detached duplex,Ajah,Lagos,45000000
4,4,5,,terraced duplex,Lekki,Lagos,50000000
5,5,6,5,detached duplex,Lekki,Lagos,205000000
6,,,,detached duplex,Ikoyi,Lagos,700000000
5,,,,semi-detached bungalow,Ikoyi,Lagos,"
$1200000 
approx. ₦523410905
"
4,5,,,detached duplex,Lekki,Lagos,170000000
5,5,6,,house,Ikeja,Lagos,250000000
6,,,,detached duplex,Ikoyi,Lagos,1800000000
4,,,,detached duplex,Lekki,Lagos,96000000
5,,,,detached duplex,Lekki,Lagos,150000000
5,,,,detached duplex,Lekki,Lagos,140000000
3,,,,semi-detached duplex,Lekki,Lagos,70000000
6,7,7,,detached duplex,Ipaja,Lagos,70000000
3,3,4,,terraced duplex,Ajah,Lagos,45000000
4,,4,,semi-detached duplex,Lekki,Lagos,150000000
5,5,6,5,detached duplex,Ikoyi,Lagos,950000000
6,,,,detached duplex,Ikoyi,Lagos,"
$5000000 
approx. ₦2180878770
"
4,4,5,,terraced duplex,Gwarinpa,Abuja,85000000
5,5,6,5,detached duplex,Ikoyi,Lagos,950000000
4,4,5,3,house,Magodo,Lagos,130000000
5,5,5,5,detached duplex,Lekki,Lagos,145000000
4,4,5,3,semi-detached duplex,Lekki,Lagos,85000000
4,4,5,7,terraced duplex,Lekki,Lagos,55000000
4,4,5,2,terraced duplex,Lekki,Lagos,62000000
5,5,6,5,semi-detached duplex,Lekki,Lagos,130000000
5,5,6,4,detached duplex,Lekki,Lagos,105000000
3,4,4,3,terraced duplex,Lekki,Lagos,35000000
5,5,6,,detached duplex,Lugbe District,Abuja,115000000
5,5,6,4,detached duplex,Lekki,Lagos,140000000
4,4,5,2,terraced duplex,Lekki,Lagos,80000000
4,4,5,,semi-detached duplex,Lekki,Lagos,120000000
4,,,,semi-detached duplex,Lekki,Lagos,85000000
4,,,,detached duplex,Lekki,Lagos,110000000
4,4,5,,terraced duplex,Lekki,Lagos,105000000
4,4,4,5,detached duplex,Lekki,Lagos,130000000
5,5,6,,detached duplex,Owerri Municipal,Imo,70000000
4,4,4,4,detached bungalow,Oluyole,Oyo,20000000
4,4,5,,semi-detached duplex,Port Harcourt,Rivers,80000000
5,5,6,,semi-detached duplex,Magodo,Lagos,100000000
4,4,5,2,terraced duplex,Lekki,Lagos,55000000
5,4,4,3,terraced duplex,Lekki,Lagos,135000000
4,,,,terraced duplex,Lekki,Lagos,65000000
6,3,7,,detached duplex,Ikoyi,Lagos,2000000000
5,6,7,5,detached bungalow,Lekki,Lagos,420000000
13,14,15,,1 house,Ikeja,Lagos,670000000
4,4,,,detached duplex,Lekki,Lagos,75000000
4,4,4,6,detached bungalow,Enugu,Enugu,20000000
5,5,6,6,detached duplex,Ikeja,Lagos,300000000
9,,10,,house,Magodo,Lagos,275000000
4,,,,terraced duplex,Lekki,Lagos,130000000
4,4,5,4,terraced duplex,Lekki,Lagos,52000000
4,4,5,3,terraced duplex,Lekki,Lagos,65000000
5,5,6,2,detached duplex,Ajah,Lagos,120000000
4,4,5,,house,Lekki,Lagos,160000000
4,4,5,,terraced duplex,Ibeju Lekki,Lagos,38000000
3,3,3,,block of flats,Isheri North,Lagos,150000000
4,4,5,,house,Surulere,Lagos,80000000
4,4,5,,detached duplex,Ibeju Lekki,Lagos,100000000
5,5,6,5,detached duplex,Ikeja,Lagos,405000000
3,3,4,,block of flats,Ikoyi,Lagos,180000000
5,6,6,6,detached duplex,Lekki,Lagos,340000000
3,3,4,2,terraced duplex,Ajah,Lagos,28000000
4,5,6,4,detached duplex,Lekki,Lagos,160000000
4,4,5,4,semi-detached duplex,Arepo,Ogun,75000000
5,5,6,6,detached duplex,Guzape District,Abuja,400000000
5,5,6,5,detached bungalow,Warri,Delta,35000000
4,,5,,terraced duplex,Port Harcourt,Rivers,55000000
5,5,6,4,detached duplex,Port Harcourt,Rivers,150000000
5,6,6,8,detached duplex,Port Harcourt,Rivers,150000000
4,4,5,5,detached duplex,Lekki,Lagos,140000000
5,5,6,3,detached duplex,Ikoyi,Lagos,600000000
16,16,20,8,1 detached duplex,Ikoyi,Lagos,2750000000
5,5,6,6,detached duplex,Lekki,Lagos,160000000
5,6,7,6,detached duplex,Lekki,Lagos,170000000
4,4,5,3,terraced duplex,Lekki,Lagos,85000000
4,4,5,5,semi-detached duplex,Lekki,Lagos,75000000
2,2,3,2,block of flats,Lekki,Lagos,48000000
2,2,3,2,block of flats,Lekki,Lagos,55000000
3,3,4,2,terraced duplex,Lekki,Lagos,53000000
6,7,7,6,detached duplex,Asokoro District,Abuja,550000000
3,,4,,terraced duplex,Lekki,Lagos,40000000
5,5,6,4,detached duplex,Lekki,Lagos,190000000
4,4,5,3,detached duplex,Asokoro District,Abuja,240000000
5,5,6,3,detached duplex,Lekki,Lagos,350000000
5,5,6,4,detached duplex,Ajah,Lagos,125000000
4,4,5,3,detached duplex,Ajah,Lagos,105000000
4,4,5,2,terraced duplex,Lekki,Lagos,65000000
4,4,5,3,terraced duplex,Lekki,Lagos,57000000
4,4,5,2,terraced duplex,Lekki,Lagos,60000000
5,5,6,4,detached duplex,Lekki,Lagos,800000000
4,4,5,,semi-detached duplex,Lekki,Lagos,85000000
4,4,5,2,semi-detached duplex,Lekki,Lagos,120000000
5,5,6,3,detached duplex,Lekki,Lagos,140000000
4,5,5,10,detached duplex,Gwarinpa,Abuja,135000000
4,4,5,3,terraced duplex,Lekki,Lagos,220000000
2,3,3,,block of flats,Ikeja,Lagos,35000000
4,4,5,4,detached bungalow,Ibadan,Oyo,25000000
3,2,3,,block of flats,Ajah,Lagos,18000000
4,4,5,3,semi-detached bungalow,Lekki,Lagos,85000000
6,,,,detached duplex,Lekki,Lagos,350000000
5,5,6,9,detached duplex,Lekki,Lagos,140000000
4,4,5,3,terraced duplex,Lekki,Lagos,53000000
4,4,5,3,semi-detached duplex,Lekki,Lagos,86000000
4,4,5,6,house,Ajah,Lagos,85000000
5,6,6,6,detached duplex,Lekki,Lagos,210000000
4,4,5,3,semi-detached duplex,Lekki,Lagos,130000000
