bedrooms,bathrooms,toilets,parking spaces,type,town,state,price
3.0,3.0,4.0,2.0,terraced duplex,Ibeju Lekki,Lagos,40000000.0
6.0,6.0,6.0,7.0,detached bungalow,Lekki,Lagos,20000000.0
4.0,3.0,3.0,6.0,block of flats,Agege,Lagos,45000000.0
6.0,4.0,5.0,3.0,detached duplex,Lekki,Lagos,150000000.0
5.0,6.0,6.0,2.0,terraced duplex,Lekki,Lagos,130000000.0
5.0,6.0,6.0,4.0,detached duplex,Lekki,Lagos,150000000.0
4.0,5.0,5.0,4.0,detached duplex,Lekki,Lagos,130000000.0
5.0,6.0,6.0,5.0,semi-detached duplex,Lekki,Lagos,160000000.0
3.0,3.0,4.0,3.0,block of flats,Lekki,Lagos,200000000.0
4.0,4.0,5.0,4.0,detached duplex,Victoria Island (VI),Lagos,330000000.0
4.0,4.0,5.0,2.0,terraced duplex,Ajah,Lagos,70000000.0
5.0,5.0,5.0,4.0,detached duplex,Idimu,Lagos,48000000.0
3.0,3.0,4.0,5.0,detached bungalow,Bwari,Abuja,20000000.0
4.0,4.0,6.0,3.0,semi-detached duplex,Lekki,Lagos,150000000.0
4.0,4.0,5.0,7.0,detached duplex,Magodo,Lagos,220000000.0
4.0,4.0,5.0,3.0,terraced duplex,Maryland,Lagos,160000000.0
5.0,5.0,6.0,8.0,semi-detached duplex,Gwarinpa,Abuja,200000000.0
3.0,5.0,5.0,4.0,detached bungalow,Ibadan,Oyo,17000000.0
5.0,5.0,6.0,3.0,detached duplex,Ajah,Lagos,105000000.0
5.0,5.0,6.0,10.0,detached duplex,Asokoro District,Abuja,250000000.0
3.0,3.0,4.0,2.0,semi-detached duplex,Ajah,Lagos,55000000.0
4.0,4.0,5.0,5.0,terraced duplex,Lekki,Lagos,120000000.0
4.0,4.0,5.0,3.0,terraced duplex,Maryland,Lagos,235000000.0
4.0,4.0,5.0,4.0,detached duplex,Ajah,Lagos,150000000.0
3.0,3.0,4.0,5.0,semi-detached duplex,Ajah,Lagos,45000000.0
5.0,5.0,5.0,5.0,detached duplex,Lekki,Lagos,135000000.0
5.0,5.0,6.0,3.0,detached duplex,Lekki,Lagos,168000000.0
5.0,5.0,6.0,3.0,detached duplex,Ajah,Lagos,120000000.0
5.0,6.0,6.0,4.0,detached duplex,Guzape District,Abuja,50000000.0
4.0,4.0,5.0,4.0,semi-detached duplex,Lekki,Lagos,175000000.0
4.0,4.0,5.0,5.0,semi-detached duplex,Lekki,Lagos,175000000.0
5.0,5.0,6.0,3.0,terraced duplex,Lekki,Lagos,110000000.0
6.0,6.0,6.0,3.0,detached duplex,Life Camp,Abuja,150000000.0
3.0,3.0,3.0,2.0,block of flats,Ojodu,Lagos,75000000.0
4.0,4.0,5.0,5.0,detached duplex,Ajah,Lagos,100000000.0
4.0,5.0,6.0,4.0,semi-detached duplex,Ajah,Lagos,49344400.0
4.0,5.0,5.0,6.0,terraced duplex,Gudu,Abuja,70000000.0
4.0,5.0,5.0,10.0,terraced duplex,Gudu,Abuja,250000000.0
4.0,5.0,6.0,10.0,detached duplex,Apo,Abuja,150000000.0
6.0,6.0,7.0,8.0,detached duplex,Kaura,Abuja,145000000.0
4.0,5.0,5.0,6.0,detached duplex,Lugbe District,Abuja,25000000.0
3.0,4.0,4.0,5.0,terraced duplex,Lekki,Lagos,50000000.0
3.0,3.0,3.0,2.0,block of flats,Ilorin West,Kwara,8000000.0
4.0,6.0,6.0,5.0,detached duplex,Ajah,Lagos,85000000.0
4.0,4.0,5.0,8.0,detached duplex,Arepo,Ogun,60000000.0
4.0,5.0,5.0,5.0,terraced duplex,Ajah,Lagos,55000000.0
4.0,4.0,5.0,6.0,detached duplex,Port Harcourt,Rivers,115000000.0
4.0,5.0,5.0,10.0,semi-detached duplex,Kado,Abuja,200000000.0
4.0,4.0,5.0,7.0,detached duplex,Apo,Abuja,160000000.0
4.0,4.0,5.0,7.0,detached bungalow,Karmo,Abuja,34000000.0
3.0,3.0,3.0,4.0,detached bungalow,Mowe Ofada,Ogun,16000000.0
3.0,3.0,3.0,4.0,detached bungalow,Mowe Ofada,Ogun,22500000.0
4.0,4.0,5.0,6.0,terraced duplex,Ikeja,Lagos,120000000.0
4.0,4.0,5.0,5.0,detached duplex,Ikeja,Lagos,185000000.0
4.0,4.0,5.0,10.0,detached duplex,Ikeja,Lagos,200000000.0
4.0,5.0,5.0,10.0,detached duplex,Maryland,Lagos,280000000.0
4.0,4.0,5.0,5.0,semi-detached duplex,Lekki,Lagos,180000000.0
4.0,5.0,5.0,4.0,terraced duplex,Apo,Abuja,100000000.0
3.0,3.0,4.0,3.0,block of flats,Lekki,Lagos,57500000.0
4.0,5.0,6.0,6.0,semi-detached duplex,Isheri North,Lagos,40000000.0
3.0,3.0,4.0,2.0,terraced duplex,Lekki,Lagos,52000000.0
3.0,3.0,4.0,5.0,block of flats,Ikeja,Lagos,85000000.0
4.0,5.0,5.0,4.0,semi-detached duplex,Lekki,Lagos,100000000.0
4.0,4.0,4.0,5.0,terraced duplex,Lekki,Lagos,125000000.0
5.0,5.0,6.0,10.0,detached duplex,Karu,Abuja,47000000.0
6.0,6.0,8.0,8.0,detached duplex,Galadimawa,Abuja,150000000.0
4.0,4.0,4.0,3.0,terraced duplex,Lekki,Lagos,250000000.0
5.0,5.0,5.0,3.0,terraced duplex,Mbora (Nbora),Abuja,75000000.0
3.0,3.0,4.0,3.0,terraced duplex,Katampe,Abuja,70000000.0
6.0,6.0,7.0,6.0,detached duplex,Ajah,Lagos,150000000.0
4.0,6.0,6.0,6.0,detached duplex,Lokogoma District,Abuja,70000000.0
4.0,4.0,5.0,4.0,detached duplex,Ibeju Lekki,Lagos,55000000.0
3.0,3.0,4.0,3.0,terraced duplex,Wuye,Abuja,80000000.0
4.0,5.0,5.0,7.0,terraced duplex,Wuye,Abuja,90000000.0
5.0,5.0,5.0,4.0,detached duplex,Lekki,Lagos,145000000.0
4.0,5.0,6.0,3.0,terraced duplex,Lekki,Lagos,160000000.0
5.0,5.0,5.0,2.0,semi-detached duplex,Lekki,Lagos,135000000.0
5.0,6.0,7.0,4.0,detached duplex,Lekki,Lagos,160000000.0
4.0,4.0,5.0,5.0,detached duplex,Ajah,Lagos,35000000.0
6.0,6.0,7.0,5.0,detached duplex,Ajah,Lagos,70000000.0
4.0,4.0,5.0,4.0,detached duplex,Ajah,Lagos,235000000.0
5.0,5.0,5.0,3.0,terraced duplex,Life Camp,Abuja,55000000.0
3.0,3.0,4.0,8.0,detached bungalow,Lokogoma District,Abuja,28000000.0
4.0,5.0,6.0,3.0,detached duplex,Karsana,Abuja,45000000.0
4.0,4.0,5.0,4.0,semi-detached duplex,Ajah,Lagos,120000000.0
4.0,4.0,6.0,3.0,detached duplex,Lekki,Lagos,85000000.0
5.0,5.0,6.0,3.0,detached duplex,Ajah,Lagos,150000000.0
3.0,4.0,4.0,4.0,detached bungalow,Ajah,Lagos,26500000.0
5.0,5.0,6.0,4.0,terraced duplex,Wuye,Abuja,270000000.0
6.0,6.0,7.0,5.0,detached duplex,Ajah,Lagos,150000000.0
4.0,5.0,5.0,8.0,detached duplex,Life Camp,Abuja,95000000.0
3.0,4.0,4.0,2.0,terraced duplex,Ibeju Lekki,Lagos,43000000.0
4.0,5.0,5.0,5.0,semi-detached duplex,Life Camp,Abuja,90000000.0
5.0,5.0,6.0,5.0,detached duplex,Ajah,Lagos,160000000.0
3.0,4.0,4.0,5.0,semi-detached duplex,Ilupeju,Lagos,120000000.0
4.0,4.0,5.0,6.0,terraced duplex,Jahi,Abuja,79000000.0
4.0,4.0,5.0,3.0,terraced duplex,Jabi,Abuja,60000000.0
5.0,5.0,5.0,5.0,detached duplex,Lekki,Lagos,370000000.0
5.0,5.0,6.0,5.0,detached duplex,Ikeja,Lagos,200000000.0
3.0,3.0,4.0,3.0,terraced duplex,Idu Industrial,Abuja,40000000.0
3.0,3.0,4.0,4.0,terraced duplex,Ilupeju,Lagos,120000000.0
3.0,3.0,4.0,4.0,terraced duplex,Wuye,Abuja,80000000.0
4.0,5.0,5.0,4.0,detached duplex,Lekki,Lagos,155000000.0
4.0,5.0,6.0,4.0,terraced duplex,Karmo,Abuja,78000000.0
5.0,6.0,6.0,5.0,terraced duplex,Asokoro District,Abuja,250000000.0
4.0,4.0,5.0,10.0,detached bungalow,Magboro,Ogun,55000000.0
3.0,3.0,4.0,2.0,terraced duplex,Ajah,Lagos,35000000.0
4.0,4.0,5.0,3.0,terraced duplex,Lekki,Lagos,45000000.0
4.0,4.0,5.0,2.0,terraced duplex,Lekki,Lagos,52000000.0
3.0,3.0,4.0,2.0,terraced duplex,Lekki,Lagos,42000000.0
4.0,5.0,5.0,8.0,detached duplex,Gwarinpa,Abuja,100000000.0
4.0,4.0,5.0,3.0,terraced duplex,Mabushi,Abuja,110000000.0
5.0,5.0,6.0,8.0,detached duplex,Ikeja,Lagos,195000000.0
5.0,5.0,6.0,5.0,semi-detached duplex,Mabushi,Abuja,180000000.0
5.0,5.0,6.0,4.0,semi-detached duplex,Lekki,Lagos,250000000.0
4.0,5.0,6.0,3.0,detached duplex,Lekki,Lagos,135000000.0
3.0,3.0,3.0,4.0,detached bungalow,Kubwa,Abuja,31500000.0
5.0,5.0,6.0,7.0,detached duplex,Ikeja,Lagos,178000000.0
3.0,3.0,3.0,2.0,terraced duplex,Ajah,Lagos,42000000.0
5.0,5.0,6.0,5.0,semi-detached duplex,Lekki,Lagos,260000000.0
3.0,3.0,4.0,3.0,terraced duplex,Lekki,Lagos,42000000.0
4.0,4.0,5.0,3.0,terraced duplex,Ogudu,Lagos,93500000.0
5.0,6.0,7.0,5.0,detached duplex,Ajah,Lagos,95000000.0
4.0,4.0,6.0,3.0,detached duplex,Ajah,Lagos,75000000.0
4.0,6.0,6.0,4.0,terraced duplex,Lekki,Lagos,85000000.0
3.0,4.0,4.0,4.0,terraced duplex,Ajah,Lagos,32000000.0
4.0,5.0,5.0,4.0,terraced duplex,Lekki,Lagos,80000000.0
3.0,3.0,4.0,4.0,detached bungalow,Ibeju Lekki,Lagos,30000000.0
4.0,5.0,5.0,5.0,detached duplex,Galadimawa,Abuja,120000000.0
4.0,5.0,5.0,5.0,semi-detached duplex,Lekki,Lagos,87000000.0
4.0,4.0,5.0,7.0,terraced duplex,Lekki,Lagos,57000000.0
6.0,6.0,7.0,5.0,detached duplex,Ajah,Lagos,350000000.0
5.0,5.0,6.0,4.0,detached duplex,Apo,Abuja,115000000.0
3.0,4.0,4.0,7.0,detached bungalow,Gwarinpa,Abuja,45000000.0
3.0,4.0,4.0,7.0,detached bungalow,Gwarinpa,Abuja,60000000.0
4.0,4.0,5.0,3.0,block of flats,Victoria Island (VI),Lagos,160000000.0
4.0,4.0,5.0,3.0,semi-detached duplex,Ikoyi,Lagos,350000000.0
5.0,5.0,6.0,3.0,detached duplex,Lugbe District,Abuja,75000000.0
4.0,4.0,5.0,3.0,terraced duplex,Lekki,Lagos,67000000.0
3.0,3.0,4.0,4.0,terraced duplex,Lekki,Lagos,70000000.0
5.0,5.0,6.0,3.0,detached duplex,Guzape District,Abuja,55000000.0
4.0,4.0,5.0,3.0,semi-detached bungalow,Enugu,Enugu,13000000.0
3.0,4.0,4.0,5.0,detached bungalow,Ipaja,Lagos,23500000.0
4.0,4.0,5.0,7.0,detached duplex,Lokogoma District,Abuja,95000000.0
4.0,4.0,5.0,2.0,terraced duplex,Life Camp,Abuja,80000000.0
5.0,5.0,6.0,5.0,detached duplex,Magodo,Lagos,220000000.0
3.0,3.0,4.0,2.0,terraced duplex,Ikoyi,Lagos,200000000.0
4.0,4.0,5.0,8.0,detached duplex,Wumba,Abuja,120000000.0
4.0,4.0,5.0,4.0,terraced duplex,Guzape District,Abuja,140000000.0
4.0,3.0,3.0,7.0,terraced duplex,Lekki,Lagos,55000000.0
4.0,4.0,4.0,3.0,semi-detached duplex,Lekki,Lagos,70000000.0
5.0,5.0,6.0,7.0,detached duplex,Life Camp,Abuja,90000000.0
4.0,4.0,5.0,5.0,semi-detached duplex,Victoria Island (VI),Lagos,300000000.0
4.0,4.0,5.0,6.0,semi-detached duplex,Guzape District,Abuja,300000000.0
4.0,5.0,5.0,4.0,terraced duplex,Ajah,Lagos,43000000.0
3.0,4.0,4.0,3.0,semi-detached duplex,Arepo,Ogun,50000000.0
4.0,4.0,5.0,4.0,terraced duplex,Kaura,Abuja,48000000.0
5.0,5.0,6.0,6.0,detached duplex,Ibeju Lekki,Lagos,55000000.0
5.0,5.0,5.0,4.0,semi-detached duplex,Lekki,Lagos,75000000.0
4.0,4.0,5.0,6.0,detached duplex,Ajah,Lagos,200000000.0
5.0,5.0,6.0,4.0,detached duplex,Apo,Abuja,180000000.0
4.0,4.0,4.0,2.0,detached bungalow,Sango Ota,Ogun,8000000.0
4.0,4.0,5.0,2.0,semi-detached duplex,Lekki,Lagos,100000000.0
5.0,5.0,6.0,5.0,semi-detached duplex,Lekki,Lagos,170000000.0
4.0,5.0,5.0,8.0,semi-detached duplex,Lekki,Lagos,155000000.0
4.0,4.0,5.0,8.0,detached duplex,Ikeja,Lagos,250000000.0
5.0,5.0,6.0,6.0,detached duplex,Lekki,Lagos,97000000.0
4.0,5.0,5.0,10.0,terraced duplex,Oredo,Edo,60000000.0
5.0,5.0,6.0,4.0,detached duplex,Asokoro District,Abuja,250000000.0
4.0,4.0,5.0,4.0,semi-detached duplex,Gudu,Abuja,60000000.0
5.0,5.0,6.0,5.0,detached duplex,Magodo,Lagos,120000000.0
5.0,5.0,6.0,3.0,detached duplex,Idu Industrial,Abuja,80000000.0
6.0,6.0,7.0,6.0,detached duplex,Ajah,Lagos,350000000.0
4.0,3.0,4.0,2.0,detached bungalow,Asokoro District,Abuja,35000000.0
4.0,4.0,5.0,3.0,semi-detached duplex,Lekki,Lagos,250000000.0
3.0,3.0,4.0,4.0,terraced duplex,Gwarinpa,Abuja,45000000.0
4.0,4.0,5.0,5.0,terraced duplex,Jabi,Abuja,100000000.0
3.0,3.0,3.0,3.0,block of flats,Abeokuta South,Ogun,40000000.0
4.0,6.0,5.0,5.0,detached duplex,Lekki,Lagos,40000000.0
5.0,5.0,6.0,5.0,detached duplex,Isheri North,Lagos,130000000.0
3.0,3.0,4.0,3.0,semi-detached duplex,Isheri North,Lagos,30000000.0
4.0,4.0,5.0,4.0,semi-detached duplex,Isheri North,Lagos,75000000.0
4.0,4.0,5.0,4.0,detached duplex,Isheri North,Lagos,80000000.0
4.0,4.0,5.0,2.0,terraced duplex,Lekki,Lagos,64000000.0
4.0,4.0,5.0,4.0,terraced duplex,Jahi,Abuja,135000000.0
4.0,4.0,5.0,2.0,semi-detached duplex,Victoria Island (VI),Lagos,280000000.0
4.0,4.0,4.0,6.0,detached bungalow,Abeokuta South,Ogun,75000000.0
4.0,3.0,3.0,10.0,detached bungalow,Abeokuta South,Ogun,60000000.0
3.0,4.0,4.0,2.0,detached bungalow,Mowe Town,Ogun,22500000.0
3.0,3.0,4.0,3.0,detached bungalow,Lekki,Lagos,29000000.0
4.0,4.0,5.0,3.0,detached duplex,Victoria Island (VI),Lagos,250000000.0
4.0,4.0,5.0,5.0,detached bungalow,Ojo,Lagos,20000000.0
4.0,4.0,5.0,5.0,terraced duplex,Lekki,Lagos,70000000.0
4.0,4.0,5.0,4.0,terraced duplex,Victoria Island (VI),Lagos,200000000.0
4.0,4.0,5.0,4.0,terraced duplex,Ikoyi,Lagos,200000000.0
3.0,4.0,5.0,2.0,detached bungalow,Port Harcourt,Rivers,22000000.0
5.0,6.0,6.0,6.0,detached duplex,Wuse 2,Abuja,250000000.0
4.0,4.0,4.0,7.0,detached bungalow,Oyigbo,Rivers,50000000.0
3.0,3.0,4.0,3.0,block of flats,Lekki,Lagos,40000000.0
4.0,4.0,5.0,2.0,terraced duplex,Lekki,Lagos,38000000.0
4.0,4.0,5.0,3.0,semi-detached duplex,Ikeja,Lagos,125000000.0
4.0,4.0,5.0,2.0,terraced duplex,Victoria Island (VI),Lagos,130000000.0
5.0,5.0,6.0,2.0,semi-detached duplex,Ajah,Lagos,120000000.0
4.0,4.0,5.0,8.0,detached duplex,Apo,Abuja,170000000.0
4.0,4.0,5.0,5.0,terraced duplex,Guzape District,Abuja,150000000.0
4.0,4.0,5.0,3.0,semi-detached duplex,Lekki,Lagos,74000000.0
3.0,3.0,4.0,4.0,terraced duplex,Port Harcourt,Rivers,50000000.0
4.0,4.0,5.0,2.0,semi-detached duplex,Ajah,Lagos,47000000.0
5.0,5.0,5.0,5.0,detached duplex,Ajah,Lagos,80000000.0
5.0,6.0,7.0,5.0,detached duplex,Lekki,Lagos,220000000.0
5.0,6.0,7.0,5.0,detached duplex,Lekki,Lagos,140000000.0
5.0,4.0,5.0,4.0,detached duplex,Lekki,Lagos,100000000.0
4.0,5.0,5.0,4.0,terraced duplex,Wuye,Abuja,150000000.0
4.0,4.0,5.0,8.0,detached duplex,Lekki,Lagos,85000000.0
4.0,4.0,5.0,4.0,detached duplex,Ikeja,Lagos,190000000.0
4.0,4.0,4.0,2.0,terraced duplex,Lekki,Lagos,150000000.0
5.0,5.0,6.0,2.0,terraced duplex,Lekki,Lagos,100000000.0
4.0,5.0,5.0,3.0,detached duplex,Lekki,Lagos,185000000.0
4.0,5.0,5.0,8.0,detached duplex,Kabusa,Abuja,70000000.0
5.0,5.0,6.0,3.0,detached duplex,Ajah,Lagos,100000000.0
4.0,4.0,5.0,5.0,detached duplex,Lekki,Lagos,180000000.0
5.0,5.0,5.0,5.0,detached bungalow,Galadimawa,Abuja,55000000.0
4.0,5.0,5.0,4.0,terraced duplex,Lekki,Lagos,200000000.0
4.0,5.0,5.0,3.0,terraced duplex,Lekki,Lagos,200000000.0
5.0,6.0,7.0,5.0,detached duplex,Ajah,Lagos,100000000.0
5.0,6.0,6.0,6.0,detached duplex,Lekki,Lagos,120000000.0
5.0,5.0,5.0,6.0,detached duplex,Lekki,Lagos,155000000.0
3.0,4.0,4.0,2.0,semi-detached duplex,Lekki,Lagos,65000000.0
4.0,6.0,5.0,10.0,detached duplex,Katampe,Abuja,150000000.0
5.0,5.0,6.0,7.0,detached duplex,Katampe,Abuja,140000000.0
4.0,4.0,4.0,5.0,detached bungalow,Ipaja,Lagos,35000000.0
4.0,5.0,5.0,3.0,semi-detached duplex,Lekki,Lagos,160000000.0
5.0,6.0,6.0,4.0,detached duplex,Lekki,Lagos,400000000.0
4.0,5.0,5.0,3.0,terraced duplex,Lekki,Lagos,205000000.0
3.0,4.0,4.0,3.0,detached bungalow,Ibeju Lekki,Lagos,25000000.0
3.0,3.0,4.0,2.0,semi-detached bungalow,Ibeju Lekki,Lagos,20000000.0
5.0,6.0,6.0,4.0,detached duplex,Ajah,Lagos,97000000.0
4.0,4.0,5.0,4.0,detached duplex,Ajah,Lagos,85000000.0
4.0,5.0,5.0,3.0,detached duplex,Lekki,Lagos,85000000.0
4.0,4.0,5.0,3.0,semi-detached duplex,Lekki,Lagos,78000000.0
4.0,4.0,5.0,10.0,detached bungalow,Ajah,Lagos,23000000.0
5.0,5.0,6.0,3.0,semi-detached duplex,Lekki,Lagos,125000000.0
3.0,3.0,3.0,3.0,block of flats,Abeokuta South,Ogun,65000000.0
5.0,5.0,6.0,4.0,terraced duplex,Wuye,Abuja,120000000.0
4.0,5.0,5.0,4.0,semi-detached duplex,Lekki,Lagos,90000000.0
4.0,4.0,5.0,2.0,semi-detached duplex,Ajah,Lagos,38000000.0
4.0,4.0,4.0,3.0,detached duplex,Lekki,Lagos,95000000.0
4.0,4.0,4.0,3.0,terraced duplex,Lekki,Lagos,70000000.0
4.0,4.0,5.0,4.0,terraced duplex,Lekki,Lagos,170000000.0
5.0,5.0,6.0,3.0,detached duplex,Ajah,Lagos,235000000.0
3.0,4.0,4.0,2.0,terraced duplex,Life Camp,Abuja,48000000.0
4.0,4.0,5.0,10.0,detached duplex,Ajah,Lagos,50000000.0
4.0,4.0,5.0,3.0,semi-detached duplex,Gbagada,Lagos,75000000.0
4.0,4.0,4.0,3.0,terraced duplex,Ikeja,Lagos,120000000.0
4.0,5.0,5.0,4.0,terraced duplex,Garki,Abuja,80000000.0
4.0,5.0,5.0,4.0,detached duplex,Ikeja,Lagos,280000000.0
5.0,6.0,6.0,5.0,detached duplex,Lekki,Lagos,145000000.0
4.0,4.0,5.0,2.0,terraced duplex,Ajah,Lagos,54000000.0
3.0,4.0,5.0,2.0,terraced duplex,Lekki,Lagos,130000000.0
4.0,4.0,5.0,5.0,semi-detached duplex,Victoria Island (VI),Lagos,325000000.0
6.0,6.0,6.0,10.0,detached duplex,Amuwo Odofin,Lagos,250000000.0
5.0,6.0,6.0,3.0,semi-detached duplex,Wuye,Abuja,75000000.0
3.0,3.0,4.0,2.0,terraced duplex,Lokogoma District,Abuja,32000000.0
3.0,3.0,4.0,3.0,terraced duplex,Ajah,Lagos,82000000.0
5.0,5.0,6.0,2.0,terraced bungalow,Ajah,Lagos,87000000.0
4.0,4.0,5.0,5.0,detached duplex,Ibeju Lekki,Lagos,120000000.0
5.0,5.0,6.0,5.0,detached duplex,Ibeju Lekki,Lagos,120000000.0
5.0,6.0,6.0,6.0,detached duplex,Warri,Delta,55000000.0
5.0,6.0,6.0,4.0,detached duplex,Lekki,Lagos,175000000.0
4.0,4.0,5.0,6.0,terraced duplex,Lekki,Lagos,60000000.0
5.0,5.0,6.0,10.0,detached duplex,Lekki,Lagos,100000000.0
4.0,4.0,5.0,4.0,semi-detached duplex,Isheri North,Lagos,45000000.0
4.0,4.0,5.0,5.0,semi-detached duplex,Arepo,Ogun,57000000.0
5.0,5.0,6.0,4.0,detached duplex,Arepo,Ogun,60000000.0
5.0,5.0,6.0,4.0,detached duplex,Guzape District,Abuja,270000000.0
5.0,5.0,6.0,6.0,semi-detached duplex,Lekki,Lagos,325000000.0
4.0,6.0,5.0,5.0,semi-detached duplex,Apo,Abuja,170000000.0
3.0,3.0,3.0,6.0,detached bungalow,Ijoko,Ogun,12000000.0
4.0,4.0,6.0,3.0,terraced duplex,Kaura,Abuja,75000000.0
3.0,3.0,4.0,4.0,terraced duplex,Ikoyi,Lagos,220000000.0
3.0,3.0,4.0,4.0,block of flats,Life Camp,Abuja,29000000.0
4.0,4.0,5.0,10.0,detached duplex,Gwarinpa,Abuja,90000000.0
4.0,5.0,6.0,4.0,semi-detached duplex,Ikeja,Lagos,250000000.0
4.0,4.0,5.0,3.0,terraced duplex,Life Camp,Abuja,47000000.0
3.0,3.0,4.0,9.0,detached duplex,Isheri North,Lagos,55000000.0
4.0,5.0,6.0,3.0,terraced duplex,Wuye,Abuja,70000000.0
4.0,4.0,5.0,4.0,terraced duplex,Life Camp,Abuja,45000000.0
5.0,5.0,5.0,10.0,terraced duplex,Lekki,Lagos,110000000.0
5.0,5.0,6.0,5.0,detached duplex,Lekki,Lagos,60000000.0
4.0,5.0,6.0,3.0,terraced duplex,Lekki,Lagos,53000000.0
4.0,4.0,5.0,3.0,terraced duplex,Isheri North,Lagos,55000000.0
4.0,6.0,6.0,6.0,semi-detached duplex,Lekki,Lagos,85000000.0
4.0,5.0,6.0,3.0,terraced duplex,Lekki,Lagos,80000000.0
4.0,5.0,6.0,4.0,semi-detached duplex,Lekki,Lagos,100000000.0
4.0,5.0,6.0,5.0,detached duplex,Lekki,Lagos,85000000.0
4.0,4.0,5.0,6.0,detached duplex,Lekki,Lagos,38000000.0
4.0,4.0,5.0,4.0,terraced duplex,Lekki,Lagos,95000000.0
3.0,3.0,4.0,3.0,terraced duplex,Ajah,Lagos,47000000.0
5.0,6.0,6.0,10.0,detached duplex,Asokoro District,Abuja,300000000.0
5.0,6.0,6.0,4.0,semi-detached bungalow,Lekki,Lagos,350000000.0
4.0,5.0,6.0,3.0,detached duplex,Lekki,Lagos,128000000.0
3.0,3.0,4.0,2.0,semi-detached duplex,Isheri North,Lagos,54000000.0
4.0,4.0,5.0,2.0,semi-detached duplex,Maryland,Lagos,120000000.0
4.0,4.0,5.0,3.0,terraced duplex,Maryland,Lagos,95000000.0
4.0,4.0,5.0,3.0,terraced duplex,Maryland,Lagos,270000000.0
4.0,4.0,5.0,10.0,detached duplex,Lekki,Lagos,165000000.0
6.0,3.0,3.0,10.0,block of flats,Maryland,Lagos,220000000.0
5.0,6.0,7.0,9.0,detached duplex,Lekki,Lagos,230000000.0
5.0,6.0,7.0,8.0,detached duplex,Lekki,Lagos,360000000.0
4.0,5.0,6.0,2.0,terraced duplex,Victoria Island (VI),Lagos,210000000.0
5.0,5.0,5.0,4.0,detached duplex,Lekki,Lagos,270000000.0
4.0,4.0,5.0,5.0,detached duplex,Lekki,Lagos,85000000.0
4.0,4.0,5.0,4.0,terraced duplex,Life Camp,Abuja,65000000.0
5.0,6.0,6.0,6.0,detached duplex,Ajah,Lagos,100000000.0
4.0,5.0,6.0,4.0,detached duplex,Lekki,Lagos,280000000.0
4.0,4.0,5.0,5.0,semi-detached duplex,Ibafo,Ogun,40000000.0
3.0,3.0,4.0,2.0,terraced duplex,Ajah,Lagos,30000000.0
3.0,3.0,4.0,3.0,terraced duplex,Ajah,Lagos,35000000.0
6.0,6.0,8.0,6.0,detached duplex,Lekki,Lagos,270000000.0
5.0,5.0,6.0,5.0,semi-detached duplex,Mabushi,Abuja,200000000.0
4.0,4.0,4.0,4.0,terraced duplex,Lekki,Lagos,100000000.0
4.0,4.0,5.0,2.0,terraced duplex,Gwarinpa,Abuja,75000000.0
5.0,5.0,6.0,8.0,detached duplex,Lekki,Lagos,220000000.0
3.0,3.0,4.0,5.0,block of flats,Lekki,Lagos,87000000.0
5.0,5.0,6.0,6.0,detached duplex,Ikeja,Lagos,385000000.0
4.0,4.0,4.0,6.0,detached duplex,Ajah,Lagos,45000000.0
3.0,3.0,4.0,3.0,terraced bungalow,Lekki,Lagos,29000000.0
4.0,4.0,5.0,7.0,semi-detached duplex,Lekki,Lagos,55000000.0
4.0,4.0,5.0,4.0,detached duplex,Lugbe District,Abuja,75000000.0
5.0,5.0,6.0,7.0,terraced duplex,Apo,Abuja,120000000.0
3.0,3.0,4.0,4.0,terraced duplex,Life Camp,Abuja,65000000.0
5.0,6.0,6.0,9.0,detached duplex,Ajah,Lagos,100000000.0
4.0,4.0,5.0,7.0,detached duplex,Lugbe District,Abuja,75000000.0
4.0,4.0,5.0,8.0,detached duplex,Lugbe District,Abuja,85000000.0
4.0,5.0,5.0,3.0,terraced duplex,Lugbe District,Abuja,68000000.0
4.0,4.0,5.0,10.0,detached bungalow,Apo,Abuja,110000000.0
4.0,5.0,5.0,4.0,detached bungalow,Ikotun,Lagos,35000000.0
3.0,3.0,4.0,6.0,detached bungalow,Ajah,Lagos,50000000.0
3.0,3.0,3.0,3.0,detached bungalow,Ikorodu,Lagos,20000000.0
4.0,5.0,6.0,5.0,semi-detached duplex,Karmo,Abuja,88000000.0
5.0,5.0,6.0,4.0,semi-detached duplex,Lekki,Lagos,340000000.0
4.0,4.0,5.0,3.0,detached duplex,Victoria Island (VI),Lagos,350000000.0
4.0,4.0,5.0,2.0,semi-detached duplex,Lekki,Lagos,140000000.0
4.0,4.0,5.0,3.0,terraced duplex,Lekki,Lagos,198000000.0
5.0,5.0,6.0,5.0,semi-detached duplex,Lekki,Lagos,105000000.0
5.0,5.0,6.0,6.0,detached duplex,Karsana,Abuja,60000000.0
4.0,4.0,5.0,3.0,detached duplex,Lekki,Lagos,84000000.0
5.0,6.0,6.0,5.0,semi-detached duplex,Ajah,Lagos,140000000.0
3.0,3.0,3.0,5.0,block of flats,Ikeja,Lagos,80000000.0
3.0,3.0,3.0,8.0,block of flats,Ifo,Ogun,50000000.0
3.0,3.0,4.0,3.0,detached duplex,Ajah,Lagos,45000000.0
4.0,4.0,5.0,3.0,detached duplex,Lekki,Lagos,87000000.0
